ID,Category,Subcategory,Value,Timestamp
8242,Vegetable,Carrot,84.15,2024-02-09T04:37:00
8243,Fruit,Grape,14.28,2024-01-07T18:36:00
8244,Protein,Fish,89.29,2024-03-06T04:23:00
8245,Grain,Wheat,32.28,2024-01-01T20:13:00
8246,Fruit,Grape,44.15,2024-01-07T15:48:00
8247,Dairy,Milk,29.63,2024-01-05T23:34:00
8248,Dairy,Cream,56.68,2024-02-05T01:56:00
8249,Protein,Fish,67.1,2024-02-08T05:33:00
8250,Protein,Tofu,46.6,2024-01-08T00:57:00
8251,Dairy,Cheese,68.9,2024-03-04T01:17:00
8252,Grain,Rice,91.38,2024-02-15T23:35:00
8253,Fruit,Berry,4.76,2024-01-05T00:24:00
8254,Fruit,Banana,76.76,2024-02-08T00:15:00
8255,Fruit,Apple,73.54,2024-02-24T14:29:00
8256,Vegetable,Pepper,83.27,2024-02-17T17:40:00
8257,Protein,Egg,10.72,2024-02-24T01:23:00
8258,Vegetable,Carrot,28.82,2024-02-05T13:34:00
8259,Fruit,Grape,93.89,2024-02-20T12:06:00
8260,Protein,Chicken,41.36,2024-02-16T06:18:00
8261,Grain,Barley,73.65,2024-01-09T01:32:00
8262,Protein,Fish,93.33,2024-02-24T05:43:00
8263,Fruit,Banana,63.14,2024-03-01T03:37:00
8264,Protein,Tofu,34.07,2024-02-06T10:22:00
8265,Protein,Egg,76.11,2024-02-04T14:32:00
8266,Grain,Wheat,52.88,2024-01-02T02:16:00
8267,Grain,Wheat,71.74,2024-01-15T06:04:00
8268,Fruit,Berry,12.11,2024-03-01T20:56:00
8269,Dairy,Butter,16.28,2024-01-18T13:57:00
8270,Grain,Wheat,35.82,2024-01-26T17:36:00
8271,Fruit,Grape,52.06,2024-03-07T04:29:00
8272,Fruit,Berry,22.97,2024-02-06T10:33:00
8273,Protein,Tofu,95.28,2024-02-17T08:53:00
8274,Protein,Egg,63.25,2024-02-21T20:30:00
8275,Dairy,Milk,64.51,2024-02-01T13:19:00
8276,Dairy,Cream,55.31,2024-02-07T11:16:00
8277,Grain,Rice,26.76,2024-02-13T18:20:00
8278,Dairy,Cream,4.5,2024-02-09T13:47:00
8279,Grain,Barley,52.0,2024-02-08T00:49:00
8280,Grain,Oats,7.77,2024-02-21T01:55:00
8281,Dairy,Butter,89.43,2024-01-08T15:30:00
8282,Grain,Oats,36.08,2024-01-05T03:15:00
8283,Dairy,Cream,79.76,2024-02-06T14:33:00
8284,Vegetable,Broccoli,25.65,2024-03-09T07:28:00
8285,Fruit,Berry,5.83,2024-02-26T23:07:00
8286,Grain,Wheat,59.27,2024-01-14T08:08:00
8287,Fruit,Apple,14.34,2024-02-18T04:10:00
8288,Dairy,Butter,33.8,2024-01-20T11:19:00
8289,Vegetable,Pepper,70.65,2024-02-13T21:11:00
8290,Vegetable,Carrot,68.02,2024-01-10T01:11:00
8291,Grain,Corn,69.06,2024-02-13T18:49:00
8292,Fruit,Berry,78.49,2024-02-07T20:04:00
8293,Fruit,Banana,29.03,2024-02-13T17:38:00
8294,Vegetable,Carrot,85.36,2024-01-14T01:38:00
8295,Dairy,Milk,14.71,2024-02-04T03:05:00
8296,Dairy,Yogurt,32.8,2024-02-29T21:49:00
8297,Fruit,Banana,30.28,2024-01-03T20:29:00
8298,Protein,Chicken,66.91,2024-02-23T08:27:00
8299,Protein,Beef,57.23,2024-02-15T03:28:00
8300,Grain,Corn,24.45,2024-02-16T10:06:00
8301,Grain,Wheat,31.68,2024-01-09T20:45:00
8302,Grain,Wheat,2.31,2024-01-26T16:15:00
8303,Vegetable,Tomato,22.76,2024-03-02T02:22:00
8304,Fruit,Apple,3.96,2024-01-08T05:36:00
8305,Dairy,Cheese,31.97,2024-02-25T23:40:00
8306,Dairy,Cream,93.75,2024-01-02T14:47:00
8307,Grain,Oats,11.53,2024-02-21T17:07:00
8308,Protein,Tofu,32.1,2024-01-25T17:02:00
8309,Grain,Corn,16.11,2024-02-26T08:39:00
8310,Grain,Wheat,36.56,2024-02-17T12:02:00
8311,Protein,Tofu,16.52,2024-01-31T15:48:00
8312,Vegetable,Pepper,78.02,2024-02-27T12:16:00
8313,Grain,Rice,1.41,2024-01-12T14:17:00
8314,Vegetable,Carrot,13.83,2024-01-27T02:53:00
8315,Fruit,Banana,38.84,2024-02-12T14:34:00
8316,Grain,Rice,19.26,2024-01-08T04:10:00
8317,Dairy,Cream,56.82,2024-01-04T22:58:00
8318,Dairy,Milk,92.38,2024-02-27T06:08:00
8319,Vegetable,Tomato,88.37,2024-01-02T02:09:00
8320,Dairy,Milk,41.87,2024-02-09T06:18:00
8321,Fruit,Berry,80.3,2024-01-17T08:32:00
8322,Vegetable,Tomato,13.58,2024-02-17T23:41:00
8323,Protein,Fish,77.36,2024-02-14T05:29:00
8324,Protein,Chicken,58.79,2024-02-04T17:39:00
8325,Vegetable,Pepper,9.21,2024-01-13T19:00:00
8326,Grain,Corn,61.54,2024-02-20T05:06:00
8327,Dairy,Yogurt,30.99,2024-01-02T08:21:00
8328,Vegetable,Spinach,80.13,2024-01-24T14:56:00
8329,Protein,Beef,25.86,2024-02-19T12:51:00
8330,Grain,Wheat,72.69,2024-01-23T05:43:00
8331,Grain,Wheat,46.74,2024-01-28T07:48:00
8332,Dairy,Milk,23.41,2024-01-07T16:56:00
8333,Fruit,Berry,4.13,2024-01-14T21:08:00
8334,Grain,Corn,63.5,2024-01-12T02:02:00
8335,Dairy,Milk,60.82,2024-01-23T14:56:00
8336,Protein,Tofu,1.63,2024-01-08T18:16:00
8337,Fruit,Banana,45.97,2024-01-09T10:06:00
8338,Protein,Egg,83.5,2024-01-12T07:11:00
8339,Fruit,Berry,80.62,2024-02-26T00:52:00
8340,Vegetable,Broccoli,84.85,2024-02-04T10:33:00
8341,Protein,Beef,88.95,2024-03-07T02:35:00
8342,Grain,Corn,56.46,2024-03-01T21:37:00
8343,Vegetable,Broccoli,7.28,2024-01-05T02:53:00
8344,Vegetable,Broccoli,8.77,2024-01-09T11:40:00
8345,Vegetable,Carrot,52.05,2024-01-11T02:11:00
8346,Protein,Chicken,31.89,2024-02-01T02:41:00
8347,Fruit,Orange,16.5,2024-02-27T21:45:00
8348,Fruit,Grape,87.51,2024-03-01T20:23:00
8349,Fruit,Banana,31.87,2024-01-04T12:13:00
8350,Protein,Fish,41.99,2024-02-22T02:41:00
8351,Dairy,Milk,80.86,2024-02-05T04:05:00
8352,Grain,Rice,30.3,2024-02-15T19:32:00
8353,Grain,Barley,22.06,2024-01-02T23:34:00
8354,Vegetable,Carrot,27.0,2024-02-02T04:38:00
8355,Grain,Oats,32.16,2024-01-12T09:22:00
8356,Vegetable,Pepper,33.48,2024-02-12T23:57:00
8357,Protein,Fish,79.27,2024-02-11T09:56:00
8358,Dairy,Milk,23.03,2024-02-10T22:27:00
8359,Dairy,Yogurt,62.21,2024-02-22T20:23:00
8360,Protein,Egg,45.53,2024-02-25T00:02:00
8361,Vegetable,Spinach,61.24,2024-03-05T10:41:00
8362,Vegetable,Pepper,75.03,2024-02-25T23:12:00
8363,Dairy,Milk,19.4,2024-02-27T08:25:00
8364,Grain,Oats,8.01,2024-02-05T01:43:00
8365,Fruit,Orange,17.62,2024-03-10T02:13:00
8366,Grain,Oats,24.14,2024-01-06T22:47:00
8367,Protein,Chicken,35.42,2024-02-06T02:20:00
8368,Vegetable,Carrot,68.86,2024-01-04T07:05:00
8369,Fruit,Apple,99.65,2024-02-24T20:18:00
8370,Grain,Oats,30.24,2024-01-09T14:42:00
8371,Vegetable,Broccoli,23.36,2024-01-04T09:48:00
8372,Grain,Oats,3.11,2024-01-26T13:37:00
8373,Grain,Oats,95.11,2024-02-06T09:49:00
8374,Grain,Barley,30.73,2024-02-21T02:27:00
8375,Grain,Barley,81.81,2024-02-23T18:55:00
8376,Dairy,Cream,25.98,2024-01-07T07:28:00
8377,Grain,Rice,89.92,2024-01-23T10:23:00
8378,Grain,Rice,3.51,2024-01-05T20:59:00
8379,Grain,Corn,1.39,2024-01-07T12:53:00
8380,Grain,Corn,95.02,2024-01-21T04:47:00
8381,Grain,Oats,57.84,2024-01-29T05:04:00
8382,Protein,Beef,81.09,2024-01-04T08:46:00
8383,Grain,Barley,11.22,2024-01-07T17:24:00
8384,Grain,Rice,57.8,2024-03-10T01:49:00
8385,Grain,Rice,99.28,2024-01-26T07:22:00
8386,Protein,Chicken,17.85,2024-01-09T10:46:00
8387,Dairy,Yogurt,30.08,2024-02-02T11:09:00
8388,Dairy,Cream,42.86,2024-01-26T10:10:00
8389,Vegetable,Spinach,24.1,2024-03-01T06:06:00
8390,Protein,Fish,66.7,2024-03-07T11:36:00
8391,Grain,Oats,38.03,2024-01-15T17:22:00
8392,Vegetable,Tomato,98.58,2024-02-13T16:40:00
8393,Fruit,Orange,72.96,2024-02-02T18:51:00
8394,Vegetable,Carrot,87.77,2024-03-09T21:58:00
8395,Fruit,Banana,62.1,2024-02-23T07:24:00
8396,Protein,Beef,39.09,2024-02-06T19:01:00
8397,Dairy,Cheese,72.21,2024-03-06T07:41:00
8398,Fruit,Berry,48.28,2024-02-11T12:56:00
8399,Vegetable,Carrot,99.45,2024-01-20T16:51:00
8400,Protein,Fish,76.57,2024-03-04T05:05:00
8401,Vegetable,Broccoli,51.15,2024-03-06T07:44:00
8402,Vegetable,Spinach,79.49,2024-02-20T23:40:00
8403,Dairy,Cream,38.24,2024-01-30T23:57:00
8404,Vegetable,Tomato,16.19,2024-02-13T14:44:00
8405,Grain,Barley,45.87,2024-01-09T10:02:00
8406,Dairy,Milk,99.11,2024-01-22T23:24:00
8407,Dairy,Cream,20.88,2024-01-12T07:41:00
8408,Grain,Barley,39.66,2024-01-04T00:54:00
8409,Grain,Rice,37.16,2024-02-20T21:37:00
8410,Fruit,Grape,87.4,2024-01-30T01:48:00
8411,Grain,Barley,13.4,2024-03-06T06:31:00
8412,Fruit,Grape,14.49,2024-01-03T05:30:00
8413,Grain,Barley,56.17,2024-01-18T02:38:00
8414,Dairy,Yogurt,39.92,2024-02-06T11:13:00
8415,Vegetable,Tomato,53.98,2024-02-24T05:54:00
8416,Grain,Rice,11.06,2024-01-27T22:33:00
8417,Dairy,Yogurt,49.11,2024-01-22T00:08:00
8418,Protein,Beef,25.8,2024-01-13T01:03:00
8419,Grain,Rice,72.71,2024-02-05T23:09:00
8420,Grain,Barley,96.52,2024-02-02T23:03:00
8421,Dairy,Cheese,60.83,2024-02-29T00:33:00
8422,Fruit,Banana,3.36,2024-01-16T19:18:00
8423,Grain,Rice,1.7,2024-03-01T16:40:00
8424,Fruit,Apple,67.06,2024-03-09T06:03:00
8425,Fruit,Apple,81.98,2024-02-08T14:31:00
8426,Fruit,Grape,7.97,2024-02-23T06:52:00
8427,Grain,Wheat,56.62,2024-01-23T23:19:00
8428,Protein,Egg,9.11,2024-01-08T23:37:00
8429,Vegetable,Carrot,5.64,2024-03-08T08:15:00
8430,Protein,Egg,14.85,2024-01-18T14:05:00
8431,Protein,Fish,66.93,2024-02-04T04:13:00
8432,Protein,Egg,6.07,2024-03-02T22:21:00
8433,Protein,Tofu,48.33,2024-01-18T21:34:00
8434,Vegetable,Carrot,7.07,2024-03-01T13:23:00
8435,Dairy,Cream,13.36,2024-03-02T13:19:00
8436,Grain,Wheat,63.18,2024-02-07T13:32:00
8437,Dairy,Yogurt,72.74,2024-01-07T09:22:00
8438,Protein,Beef,13.52,2024-01-07T12:53:00
8439,Protein,Egg,14.49,2024-01-13T17:11:00
8440,Fruit,Grape,22.12,2024-01-08T10:16:00
8441,Protein,Tofu,82.37,2024-01-12T01:33:00
8442,Grain,Corn,7.25,2024-02-27T07:35:00
8443,Vegetable,Carrot,16.4,2024-02-07T15:13:00
8444,Dairy,Milk,69.34,2024-02-09T17:14:00
8445,Protein,Beef,42.93,2024-01-18T05:28:00
8446,Dairy,Cream,59.51,2024-02-07T16:01:00
8447,Grain,Corn,28.12,2024-01-23T04:37:00
8448,Vegetable,Spinach,78.37,2024-03-01T15:49:00
8449,Fruit,Berry,73.68,2024-02-29T22:42:00
8450,Vegetable,Broccoli,14.85,2024-02-18T13:47:00
8451,Vegetable,Pepper,80.7,2024-01-10T06:09:00
8452,Vegetable,Pepper,88.92,2024-01-22T21:09:00
8453,Grain,Barley,26.74,2024-02-26T20:29:00
8454,Protein,Fish,84.72,2024-01-16T01:21:00
8455,Vegetable,Broccoli,19.32,2024-02-25T23:16:00
8456,Grain,Oats,26.56,2024-03-03T05:46:00
8457,Protein,Fish,76.25,2024-01-23T14:26:00
8458,Grain,Barley,44.07,2024-01-11T06:46:00
8459,Fruit,Apple,31.6,2024-01-21T06:11:00
8460,Vegetable,Carrot,43.18,2024-01-03T05:06:00
8461,Protein,Egg,3.43,2024-02-21T03:33:00
8462,Grain,Corn,9.43,2024-01-31T09:30:00
8463,Dairy,Yogurt,59.79,2024-03-01T01:37:00
8464,Fruit,Grape,70.16,2024-01-16T04:35:00
8465,Grain,Barley,48.41,2024-02-25T12:01:00
8466,Fruit,Orange,92.31,2024-02-22T12:45:00
8467,Fruit,Orange,2.57,2024-03-07T10:07:00
8468,Dairy,Butter,95.42,2024-02-12T14:16:00
8469,Vegetable,Carrot,41.83,2024-03-06T22:38:00
8470,Grain,Corn,72.76,2024-01-20T16:39:00
8471,Vegetable,Spinach,33.08,2024-01-28T00:42:00
8472,Fruit,Berry,79.83,2024-01-16T22:45:00
8473,Protein,Fish,35.13,2024-02-26T08:43:00
8474,Protein,Egg,95.19,2024-02-12T15:15:00
8475,Vegetable,Pepper,97.05,2024-02-21T23:54:00
8476,Vegetable,Tomato,83.23,2024-02-14T11:56:00
8477,Protein,Fish,76.6,2024-01-07T03:20:00
8478,Protein,Beef,26.23,2024-02-11T02:11:00
8479,Dairy,Milk,8.28,2024-02-13T15:26:00
8480,Vegetable,Pepper,96.35,2024-02-11T12:15:00
8481,Fruit,Orange,71.34,2024-02-08T17:56:00
8482,Vegetable,Broccoli,39.9,2024-02-29T10:21:00
8483,Grain,Corn,11.3,2024-01-15T14:12:00
8484,Dairy,Cream,29.87,2024-01-15T14:19:00
8485,Vegetable,Spinach,4.03,2024-01-02T07:29:00
8486,Protein,Chicken,36.79,2024-01-23T16:29:00
8487,Fruit,Berry,70.24,2024-02-22T14:44:00
8488,Vegetable,Broccoli,99.43,2024-02-20T20:19:00
8489,Vegetable,Tomato,47.17,2024-01-16T14:10:00
8490,Fruit,Apple,88.91,2024-03-03T03:55:00
8491,Protein,Egg,21.07,2024-01-16T15:13:00
8492,Grain,Wheat,71.91,2024-02-02T03:27:00
8493,Dairy,Cream,35.54,2024-01-17T17:43:00
8494,Fruit,Grape,14.24,2024-01-06T19:55:00
8495,Protein,Tofu,84.65,2024-02-20T02:23:00
8496,Dairy,Cheese,54.93,2024-01-24T01:31:00
8497,Fruit,Grape,68.51,2024-01-15T13:53:00
8498,Grain,Barley,70.12,2024-03-10T08:41:00
8499,Vegetable,Pepper,33.3,2024-01-15T06:59:00
8500,Protein,Fish,35.99,2024-01-09T07:36:00
8501,Fruit,Apple,95.74,2024-01-08T08:25:00
8502,Fruit,Berry,12.37,2024-01-28T15:10:00
8503,Protein,Fish,71.29,2024-01-12T17:24:00
8504,Grain,Wheat,21.59,2024-01-05T08:06:00
8505,Fruit,Orange,42.42,2024-02-11T02:57:00
8506,Vegetable,Spinach,24.82,2024-01-04T11:38:00
8507,Vegetable,Tomato,23.86,2024-03-05T04:56:00
8508,Vegetable,Broccoli,68.6,2024-02-28T05:32:00
8509,Dairy,Cheese,99.58,2024-01-31T02:50:00
8510,Vegetable,Tomato,12.36,2024-02-09T13:42:00
8511,Protein,Beef,85.09,2024-02-20T23:53:00
8512,Fruit,Berry,12.07,2024-02-07T19:46:00
8513,Grain,Wheat,13.27,2024-02-08T19:12:00
8514,Protein,Tofu,83.78,2024-02-12T21:27:00
8515,Dairy,Milk,25.62,2024-01-01T03:08:00
8516,Dairy,Yogurt,28.57,2024-01-24T00:04:00
8517,Fruit,Apple,39.56,2024-02-09T16:13:00
8518,Grain,Oats,58.45,2024-01-01T09:21:00
8519,Fruit,Berry,29.45,2024-03-07T20:16:00
8520,Dairy,Cream,3.72,2024-01-30T23:08:00
8521,Fruit,Grape,41.31,2024-01-13T23:44:00
8522,Protein,Tofu,83.18,2024-01-16T11:16:00
8523,Protein,Chicken,59.05,2024-01-27T22:00:00
8524,Fruit,Apple,36.51,2024-01-29T22:21:00
8525,Fruit,Berry,96.47,2024-02-07T03:10:00
8526,Protein,Egg,97.84,2024-02-07T20:06:00
8527,Fruit,Orange,13.09,2024-01-15T18:49:00
8528,Dairy,Yogurt,16.82,2024-01-23T06:12:00
8529,Vegetable,Spinach,66.41,2024-02-20T07:20:00
8530,Fruit,Banana,50.82,2024-02-19T21:39:00
8531,Vegetable,Pepper,65.14,2024-02-27T21:16:00
8532,Dairy,Cheese,35.63,2024-01-25T16:02:00
8533,Fruit,Banana,50.2,2024-02-06T19:50:00
8534,Vegetable,Broccoli,74.87,2024-03-02T13:32:00
8535,Vegetable,Tomato,37.05,2024-01-10T16:40:00
8536,Fruit,Apple,91.55,2024-01-15T11:41:00
8537,Dairy,Yogurt,51.15,2024-02-09T15:09:00
8538,Vegetable,Pepper,45.09,2024-02-19T10:51:00
8539,Protein,Egg,18.54,2024-01-04T16:12:00
8540,Vegetable,Carrot,98.33,2024-01-26T03:43:00
8541,Protein,Egg,2.85,2024-01-22T15:49:00
8542,Fruit,Banana,90.94,2024-02-02T15:41:00
8543,Protein,Egg,1.69,2024-03-10T02:34:00
8544,Protein,Tofu,12.66,2024-02-19T11:26:00
8545,Grain,Rice,80.13,2024-01-29T04:06:00
8546,Vegetable,Spinach,61.31,2024-01-21T01:00:00
8547,Dairy,Yogurt,96.0,2024-01-27T20:28:00
8548,Dairy,Cream,88.05,2024-01-05T02:43:00
8549,Dairy,Yogurt,56.79,2024-02-10T07:38:00
8550,Dairy,Butter,50.1,2024-02-25T06:35:00
8551,Fruit,Apple,68.38,2024-02-10T21:19:00
8552,Protein,Egg,23.13,2024-03-05T12:03:00
8553,Dairy,Yogurt,47.31,2024-01-13T23:56:00
8554,Grain,Oats,33.19,2024-03-03T03:39:00
8555,Fruit,Apple,99.73,2024-01-01T01:13:00
8556,Protein,Egg,97.91,2024-02-02T11:06:00
8557,Protein,Egg,47.01,2024-01-04T13:08:00
8558,Fruit,Banana,66.27,2024-01-16T06:45:00
8559,Vegetable,Carrot,77.88,2024-01-19T08:00:00
8560,Grain,Barley,59.92,2024-02-04T05:17:00
8561,Fruit,Apple,91.63,2024-01-18T19:38:00
8562,Dairy,Butter,43.83,2024-03-09T02:45:00
8563,Fruit,Orange,67.49,2024-02-27T20:31:00
8564,Protein,Egg,59.08,2024-03-06T16:10:00
8565,Vegetable,Carrot,69.0,2024-02-15T03:11:00
8566,Dairy,Butter,90.35,2024-03-08T09:35:00
8567,Fruit,Orange,73.32,2024-02-22T02:05:00
8568,Protein,Tofu,58.15,2024-02-24T02:28:00
8569,Vegetable,Pepper,11.41,2024-01-30T21:18:00
8570,Grain,Rice,91.32,2024-01-21T01:18:00
8571,Vegetable,Tomato,68.0,2024-03-09T02:23:00
8572,Protein,Egg,67.99,2024-01-14T05:55:00
8573,Protein,Fish,73.65,2024-02-21T01:07:00
8574,Protein,Egg,40.26,2024-02-29T08:13:00
8575,Fruit,Berry,77.52,2024-01-24T12:03:00
8576,Vegetable,Tomato,47.27,2024-03-04T09:54:00
8577,Vegetable,Carrot,71.46,2024-02-21T17:50:00
8578,Fruit,Apple,47.56,2024-02-15T04:29:00
8579,Protein,Fish,61.93,2024-02-25T16:19:00
8580,Dairy,Yogurt,31.95,2024-03-03T06:12:00
8581,Dairy,Yogurt,28.43,2024-01-04T22:24:00
8582,Grain,Corn,58.57,2024-01-16T12:08:00
8583,Grain,Wheat,39.17,2024-02-01T06:04:00
8584,Dairy,Cheese,30.47,2024-02-11T03:14:00
8585,Dairy,Cream,11.8,2024-02-05T14:09:00
8586,Fruit,Banana,25.7,2024-02-22T18:27:00
8587,Protein,Beef,92.17,2024-02-16T22:37:00
8588,Dairy,Cream,74.34,2024-02-12T01:23:00
8589,Protein,Egg,96.65,2024-02-03T02:53:00
8590,Protein,Fish,45.59,2024-03-09T20:13:00
8591,Vegetable,Pepper,33.66,2024-03-01T14:53:00
8592,Protein,Chicken,38.46,2024-02-17T21:36:00
8593,Dairy,Cheese,99.11,2024-03-02T15:20:00
8594,Fruit,Grape,84.26,2024-03-04T02:48:00
8595,Vegetable,Carrot,99.61,2024-02-29T08:39:00
8596,Fruit,Grape,47.1,2024-02-05T07:26:00
8597,Fruit,Orange,32.31,2024-01-03T07:47:00
8598,Fruit,Grape,51.28,2024-01-20T20:02:00
8599,Grain,Barley,16.52,2024-01-18T08:41:00
8600,Vegetable,Tomato,32.83,2024-01-02T05:49:00
8601,Vegetable,Spinach,41.47,2024-02-23T12:13:00
8602,Protein,Fish,13.86,2024-02-20T10:56:00
8603,Dairy,Milk,73.08,2024-01-21T09:47:00
8604,Fruit,Orange,93.04,2024-03-03T04:51:00
8605,Grain,Oats,20.36,2024-02-11T17:49:00
8606,Vegetable,Broccoli,69.74,2024-03-05T17:03:00
8607,Dairy,Milk,29.19,2024-02-11T00:06:00
8608,Vegetable,Broccoli,59.83,2024-01-05T21:09:00
8609,Vegetable,Spinach,96.89,2024-01-23T08:40:00
8610,Dairy,Butter,49.24,2024-01-27T13:55:00
8611,Grain,Barley,33.64,2024-01-04T00:55:00
8612,Protein,Beef,71.33,2024-01-29T13:51:00
8613,Dairy,Yogurt,69.79,2024-01-04T19:32:00
8614,Vegetable,Carrot,5.05,2024-01-11T08:02:00
8615,Grain,Oats,8.29,2024-02-08T01:20:00
8616,Dairy,Yogurt,93.76,2024-02-02T19:25:00
8617,Protein,Fish,80.13,2024-02-05T15:31:00
8618,Fruit,Orange,11.67,2024-02-21T07:27:00
8619,Vegetable,Tomato,10.23,2024-02-27T18:53:00
8620,Vegetable,Pepper,68.02,2024-03-09T19:07:00
8621,Fruit,Grape,33.17,2024-02-09T19:57:00
8622,Grain,Rice,90.71,2024-01-16T08:52:00
8623,Vegetable,Tomato,65.26,2024-02-29T17:31:00
8624,Fruit,Banana,39.23,2024-01-26T18:50:00
8625,Grain,Barley,69.8,2024-01-23T14:29:00
8626,Fruit,Banana,37.73,2024-01-30T11:26:00
8627,Dairy,Cream,33.96,2024-01-12T11:24:00
8628,Grain,Wheat,70.86,2024-02-09T00:31:00
8629,Fruit,Grape,50.34,2024-02-19T01:19:00
8630,Protein,Fish,92.37,2024-01-20T16:42:00
8631,Vegetable,Spinach,49.33,2024-01-18T10:44:00
8632,Protein,Egg,7.11,2024-03-02T17:55:00
8633,Grain,Rice,3.89,2024-01-17T04:43:00
8634,Vegetable,Pepper,56.99,2024-03-06T14:46:00
8635,Vegetable,Pepper,89.09,2024-02-21T05:28:00
8636,Fruit,Orange,94.75,2024-01-17T17:25:00
8637,Vegetable,Carrot,56.86,2024-02-04T02:09:00
8638,Dairy,Milk,40.64,2024-02-11T16:19:00
8639,Protein,Chicken,43.73,2024-02-12T01:45:00
8640,Fruit,Apple,95.66,2024-03-02T17:35:00
8641,Fruit,Orange,4.83,2024-01-19T20:38:00
8642,Protein,Beef,26.03,2024-02-25T16:03:00
8643,Fruit,Grape,44.21,2024-02-13T07:00:00
8644,Vegetable,Carrot,38.86,2024-03-07T06:35:00
8645,Fruit,Berry,65.26,2024-03-03T10:17:00
8646,Vegetable,Spinach,59.23,2024-02-27T19:36:00
8647,Fruit,Berry,16.6,2024-02-04T09:35:00
8648,Protein,Beef,12.14,2024-01-31T16:34:00
8649,Vegetable,Carrot,48.56,2024-01-15T12:41:00
8650,Vegetable,Pepper,5.17,2024-01-06T01:34:00
8651,Protein,Beef,88.56,2024-02-16T12:05:00
8652,Vegetable,Pepper,45.0,2024-01-26T11:04:00
8653,Vegetable,Pepper,78.16,2024-01-29T17:20:00
8654,Dairy,Cream,56.41,2024-02-14T16:35:00
8655,Protein,Egg,89.02,2024-01-16T03:45:00
8656,Protein,Beef,7.15,2024-01-18T14:44:00
8657,Vegetable,Spinach,69.6,2024-02-17T04:47:00
8658,Fruit,Apple,98.1,2024-01-16T05:42:00
8659,Grain,Barley,55.79,2024-01-27T11:59:00
8660,Dairy,Butter,70.67,2024-02-03T06:49:00
8661,Protein,Egg,33.08,2024-03-08T09:58:00
8662,Dairy,Butter,41.43,2024-02-21T16:31:00
8663,Grain,Rice,65.03,2024-01-25T03:29:00
8664,Grain,Wheat,69.78,2024-01-24T09:34:00
8665,Dairy,Cheese,36.82,2024-01-20T19:10:00
8666,Grain,Barley,47.11,2024-01-23T19:27:00
8667,Grain,Corn,55.2,2024-02-18T19:39:00
8668,Dairy,Milk,44.71,2024-03-04T10:21:00
8669,Protein,Fish,42.24,2024-02-13T13:24:00
8670,Grain,Corn,77.77,2024-01-05T19:28:00
8671,Grain,Rice,15.09,2024-02-25T23:05:00
8672,Protein,Egg,61.06,2024-01-14T22:34:00
8673,Protein,Fish,16.35,2024-02-17T13:18:00
8674,Fruit,Berry,14.5,2024-01-14T08:18:00
8675,Grain,Rice,71.04,2024-03-09T19:15:00
8676,Grain,Oats,12.83,2024-01-03T10:38:00
8677,Fruit,Banana,20.39,2024-02-14T20:18:00
8678,Fruit,Berry,94.21,2024-01-04T00:41:00
8679,Dairy,Butter,73.13,2024-02-06T05:02:00
8680,Protein,Egg,2.05,2024-01-19T07:40:00
8681,Fruit,Grape,38.42,2024-02-12T22:59:00
8682,Protein,Fish,63.96,2024-01-14T03:19:00
8683,Grain,Barley,52.85,2024-01-12T05:09:00
8684,Vegetable,Broccoli,14.22,2024-03-03T07:46:00
8685,Dairy,Cheese,98.32,2024-03-02T04:33:00
8686,Dairy,Milk,84.01,2024-01-02T15:20:00
8687,Fruit,Berry,60.79,2024-02-26T03:25:00
8688,Protein,Fish,56.06,2024-02-17T12:58:00
8689,Grain,Rice,93.17,2024-01-11T18:52:00
8690,Grain,Rice,69.52,2024-03-06T21:27:00
8691,Grain,Corn,87.35,2024-01-10T08:30:00
8692,Dairy,Cheese,4.9,2024-02-12T12:55:00
8693,Fruit,Apple,47.66,2024-01-26T23:05:00
8694,Fruit,Banana,23.38,2024-02-08T15:39:00
8695,Protein,Egg,37.93,2024-02-10T06:56:00
8696,Protein,Tofu,45.85,2024-01-14T19:19:00
8697,Dairy,Butter,9.24,2024-01-05T21:19:00
8698,Dairy,Milk,10.07,2024-02-21T22:36:00
8699,Fruit,Apple,67.95,2024-01-05T15:24:00
8700,Fruit,Grape,55.97,2024-02-02T23:03:00
8701,Fruit,Orange,2.17,2024-01-05T09:00:00
8702,Vegetable,Broccoli,66.85,2024-02-21T11:01:00
8703,Grain,Wheat,68.92,2024-02-27T01:05:00
8704,Vegetable,Tomato,18.39,2024-01-08T10:55:00
8705,Fruit,Orange,62.39,2024-02-12T20:11:00
8706,Dairy,Cream,79.27,2024-02-13T02:05:00
8707,Dairy,Butter,67.77,2024-02-29T12:34:00
8708,Dairy,Cheese,86.95,2024-02-08T10:26:00
8709,Dairy,Cream,86.84,2024-02-11T01:53:00
8710,Dairy,Yogurt,83.31,2024-01-16T04:48:00
8711,Dairy,Cheese,38.97,2024-03-02T17:33:00
8712,Protein,Fish,67.23,2024-01-16T02:06:00
8713,Fruit,Banana,9.25,2024-01-26T20:52:00
8714,Fruit,Banana,78.08,2024-01-20T05:20:00
8715,Grain,Oats,4.9,2024-03-02T21:20:00
8716,Dairy,Milk,90.15,2024-01-18T01:56:00
8717,Vegetable,Pepper,93.81,2024-02-25T18:15:00
8718,Vegetable,Pepper,79.15,2024-03-09T09:52:00
8719,Grain,Barley,77.37,2024-03-03T12:10:00
